"code","name","years","year","age","mx","mx_f","mx_m","lx","lx_f","lx_m","ex","ex_f","ex_m","Total","Male","Female","best_practice","best_practice_alt"
"ISL","Iceland","(1855,1860]",1858,93,0.29301,0.254126,0.386632,0.00903,0.016466,0.0036,3.26,4.152,3.034,8.456,2.474,5.982,0,1
"ISL","Iceland","(1855,1860]",1858,94,0.306978,0.265496,0.405272,0.007168,0.013802,0.00274,3.134,4.042,2.97,6.106,1.846,4.26,0,1
"ISL","Iceland","(1855,1860]",1858,95,0.321208,0.277136,0.423468,0.005642,0.011524,0.002094,3.014,3.94,2.908,4.358,1.356,3.002,0,1
"ISL","Iceland","(1855,1860]",1858,96,0.335646,0.289002,0.44107,0.0044,0.009582,0.0016,2.9,3.838,2.854,2.992,0.924,2.068,0,1
"ISL","Iceland","(1855,1860]",1858,97,0.35023,0.301056,0.45796,0.003406,0.007946,0.00123,2.794,3.748,2.804,1.804,0.528,1.276,0,1
"ISL","Iceland","(1855,1860]",1858,98,0.36491,0.313252,0.474074,0.002614,0.00657,0.000954,2.694,3.662,2.758,0.966,0.248,0.718,0,1
"ISL","Iceland","(1855,1860]",1858,99,0.379642,0.32555,0.489368,0.001992,0.005418,0.000738,2.602,3.578,2.722,0.418,0.074,0.344,0,1
"ISL","Iceland","(1855,1860]",1858,100,0.394388,0.337902,0.503844,0.001508,0.004458,0.000578,2.512,3.5,2.682,0.098,0,0.098,0,1
"ISL","Iceland","(1855,1860]",1858,101,0.4091,0.35026,0.517506,0.001128,0.003666,0.000454,2.432,3.43,2.652,0,0,0,0,1
"ISL","Iceland","(1855,1860]",1858,102,0.423756,0.362578,0.530372,0.000838,0.003004,0.000364,2.354,3.358,2.622,0,0,0,0,1
"ISL","Iceland","(1855,1860]",1858,103,0.438312,0.374818,0.542488,0.000616,0.00246,0.000292,2.286,3.294,2.594,0,0,0,0,1
"ISL","Iceland","(1855,1860]",1858,104,0.452756,0.386936,0.553886,0.000446,0.002012,0.000238,2.22,3.234,2.572,0,0,0,0,1
"ISL","Iceland","(1855,1860]",1858,105,0.46705,0.398894,0.564604,0.000322,0.001642,0.000196,2.162,3.182,2.548,0,0,0,0,1
"ISL","Iceland","(1855,1860]",1858,106,0.48119,0.410658,0.574676,0.000228,0.001342,0.00016,2.11,3.132,2.528,0,0,0,0,1
"ISL","Iceland","(1855,1860]",1858,107,0.495168,0.422196,0.584142,0.000158,0.00109,0.000134,2.066,3.088,2.512,0,0,0,0,1
"ISL","Iceland","(1855,1860]",1858,108,0.508978,0.43348,0.593032,0.000108,0.000884,0.000112,2.026,3.05,2.5,0,0,0,0,1
"ISL","Iceland","(1855,1860]",1858,109,0.522628,0.44449,0.601372,7.2e-05,0.000718,9.2e-05,1.998,3.022,2.486,0,0,0,0,1
"ISL","Iceland","(1860,1865]",1863,106,0.46844,0.48428,0.482194,6.4e-05,0.000168,6.6e-05,2.596,2.902,2.902,0,0,0,0,1
"ISL","Iceland","(1860,1865]",1863,107,0.477386,0.495126,0.494856,4.8e-05,0.000136,5.6e-05,2.568,2.88,2.874,0,0,0,0,1
"ISL","Iceland","(1860,1865]",1863,108,0.485772,0.505622,0.5071,3.8e-05,0.000114,4.4e-05,2.548,2.86,2.856,0,0,0,0,1
"ISL","Iceland","(1860,1865]",1863,109,0.49357,0.515752,0.518894,2.6e-05,9.4e-05,3.6e-05,2.53,2.844,2.834,0,0,0,0,1
"ISL","Iceland","(1865,1870]",1868,98,0.379628,0.36623,0.585506,0.00135,0.00274,0.000264,4.108,4.19,2.104,0.708,0.21,0.498,0,1
"ISL","Iceland","(1865,1870]",1868,99,0.384342,0.373742,0.603794,0.001096,0.002212,0.00018,4.106,4.16,2.06,0.398,0.202,0.196,0,1
"ISL","Iceland","(1865,1870]",1868,100,0.389168,0.380924,0.620916,0.000896,0.001794,0.00012,4.096,4.136,2.016,0.116,0.116,0,0,1
"ISL","Iceland","(1865,1870]",1868,101,0.394128,0.387812,0.636934,0.000738,0.001462,8e-05,4.086,4.112,1.982,0,0,0,0,1
"ISL","Iceland","(1865,1870]",1868,102,0.399204,0.394426,0.651918,0.00061,0.001196,5.2e-05,4.074,4.09,1.948,0,0,0,0,1
"ISL","Iceland","(1865,1870]",1868,103,0.404358,0.400796,0.665936,0.000506,0.000986,3.4e-05,4.062,4.074,1.92,0,0,0,0,1
"ISL","Iceland","(1865,1870]",1868,104,0.409554,0.406932,0.679056,0.000422,0.000814,2.4e-05,4.046,4.052,1.89,0,0,0,0,1
"ISL","Iceland","(1865,1870]",1868,105,0.414748,0.412842,0.691336,0.000354,0.000678,1.6e-05,4.032,4.038,1.866,0,0,0,0,1
"ISL","Iceland","(1865,1870]",1868,106,0.4199,0.418536,0.702842,0.000296,0.000566,1.2e-05,4.018,4.024,1.844,0,0,0,0,1
"ISL","Iceland","(1865,1870]",1868,107,0.424978,0.424014,0.713618,0.000248,0.000474,8e-06,4.006,4.008,1.826,0,0,0,0,1
"ISL","Iceland","(1865,1870]",1868,108,0.42995,0.429276,0.723712,0.000208,0.000396,6e-06,3.998,4,1.81,0,0,0,0,1
"ISL","Iceland","(1865,1870]",1868,109,0.434782,0.434318,0.73316,0.000176,0.000334,4e-06,3.99,3.992,1.794,0,0,0,0,1
"ISL","Iceland","(1870,1875]",1873,80,0.124024,0.112648,0.139762,0.071992,0.086228,0.056846,5.712,6.452,6.368,81.01,32.396,48.614,0,1
"ISL","Iceland","(1875,1880]",1878,8,0.005392,0.003818,0.006962,0.715912,0.731006,0.700742,49.664,53.176,46.164,1379.2,686.2,693,0,1
"ISL","Iceland","(1875,1880]",1878,9,0.004308,0.00296,0.005654,0.712046,0.72822,0.695834,48.93,52.376,45.478,1444.6,722.8,721.8,0,1
"ISL","Iceland","(1875,1880]",1878,10,0.003878,0.003116,0.004644,0.70897,0.72607,0.691876,48.136,51.528,44.728,1516,768.4,747.6,0,1
"ISL","Iceland","(1875,1880]",1878,11,0.003548,0.0032,0.003908,0.706226,0.723828,0.688654,47.316,50.69,43.926,1600.8,809.2,791.6,0,1
"ISL","Iceland","(1875,1880]",1878,12,0.003436,0.003244,0.003622,0.703734,0.721534,0.685964,46.482,49.85,43.092,1647,833.8,813.2,0,1
"ISL","Iceland","(1875,1880]",1878,13,0.003512,0.0033,0.003716,0.701336,0.719228,0.683492,45.638,49.012,42.244,1623.4,830.6,792.8,0,1
"ISL","Iceland","(1875,1880]",1878,14,0.003762,0.003226,0.004268,0.698892,0.716888,0.680958,44.796,48.172,41.396,1566.8,790.4,776.4,0,1
"ISL","Iceland","(1875,1880]",1878,15,0.004144,0.003044,0.005226,0.696276,0.714602,0.678056,43.962,47.328,40.57,1498,738,760,0,1
"ISL","Iceland","(1875,1880]",1878,16,0.004688,0.003006,0.006436,0.693388,0.712432,0.674504,43.142,46.468,39.778,1419,698.6,720.4,0,1
"ISL","Iceland","(1875,1880]",1878,17,0.005326,0.003122,0.007618,0.690122,0.710286,0.670136,42.34,45.606,39.03,1381.2,679.2,702,0,1
"ISL","Iceland","(1875,1880]",1878,18,0.005992,0.003318,0.008814,0.686422,0.708056,0.665002,41.564,44.748,38.324,1379.4,672.4,707,0,1
"ISL","Iceland","(1875,1880]",1878,19,0.006626,0.003624,0.009826,0.68228,0.705686,0.659114,40.806,43.894,37.652,1387.4,676.4,711,0,1
"ISL","Iceland","(1875,1880]",1878,20,0.007282,0.004092,0.010618,0.677746,0.703116,0.652624,40.07,43.05,37.01,1384,680.4,703.6,0,1
"ISL","Iceland","(1875,1880]",1878,21,0.007744,0.004464,0.011174,0.672808,0.700234,0.645704,39.356,42.224,36.396,1398.2,685.8,712.4,0,1
"ISL","Iceland","(1875,1880]",1878,22,0.008094,0.004714,0.01172,0.667608,0.697116,0.638512,38.654,41.408,35.79,1398,671.2,726.8,0,1
"ISL","Iceland","(1875,1880]",1878,23,0.00851,0.005064,0.012312,0.66222,0.693836,0.631072,37.96,40.6,35.2,1361.2,647.6,713.6,0,1
"ISL","Iceland","(1875,1880]",1878,24,0.00873,0.005428,0.012358,0.656614,0.69033,0.623354,37.276,39.8,34.62,1349.2,644.6,704.6,0,1
"ISL","Iceland","(1875,1880]",1878,25,0.008816,0.005672,0.012312,0.65091,0.686594,0.6157,36.592,39.012,34.038,1298.4,613.2,685.2,0,1
"ISL","Iceland","(1875,1880]",1878,26,0.008888,0.00593,0.012196,0.645206,0.682708,0.608188,35.912,38.228,33.446,1251,591.2,659.8,0,1
"ISL","Iceland","(1875,1880]",1878,27,0.008892,0.006256,0.011878,0.639504,0.678666,0.600832,35.228,37.452,32.852,1185.2,554.8,630.4,0,1
"ISL","Iceland","(1875,1880]",1878,28,0.009046,0.006738,0.011694,0.633846,0.674426,0.593752,34.536,36.682,32.236,1074.8,506.2,568.6,0,1
"ISL","Iceland","(1875,1880]",1878,89,0.240656,0.223052,0.281918,0.018756,0.027516,0.010568,3.636,4.044,3.494,13.916,3.898,10.018,0,1
"ISL","Iceland","(1875,1880]",1878,90,0.254668,0.235952,0.299262,0.014734,0.022112,0.008,3.482,3.9,3.372,10.3,3.112,7.188,0,1
"ISL","Iceland","(1875,1880]",1878,91,0.26933,0.24942,0.31718,0.011414,0.017554,0.005976,3.336,3.76,3.25,7.014,2.374,4.64,0,1
"ISL","Iceland","(1875,1880]",1878,92,0.284624,0.263448,0.335604,0.008716,0.013768,0.004406,3.2,3.63,3.144,4.332,1.684,2.648,0,1
"ISL","Iceland","(1875,1880]",1878,93,0.300524,0.278004,0.354468,0.006564,0.01067,0.00321,3.076,3.512,3.04,2.288,0.964,1.324,0,1
"ISL","Iceland","(1875,1880]",1878,94,0.317,0.293058,0.373692,0.00487,0.00818,0.002316,2.956,3.398,2.948,1.092,0.444,0.648,0,1
"ISL","Iceland","(1875,1880]",1878,95,0.334008,0.308584,0.39319,0.003562,0.006204,0.001652,2.846,3.292,2.86,0.586,0.238,0.348,0,1
"ISL","Iceland","(1875,1880]",1878,96,0.351504,0.324532,0.412874,0.002572,0.004666,0.001176,2.742,3.194,2.784,0.486,0.176,0.31,0,1
"ISL","Iceland","(1875,1880]",1878,97,0.369432,0.340862,0.432656,0.001832,0.003482,0.000828,2.646,3.102,2.712,0.462,0.124,0.338,0,1
"ISL","Iceland","(1875,1880]",1878,98,0.387736,0.357512,0.45243,0.001292,0.00259,0.000582,2.558,3.014,2.646,0.512,0.076,0.436,0,1
"ISL","Iceland","(1875,1880]",1878,99,0.406346,0.37443,0.472112,9e-04,0.001924,0.000414,2.474,2.938,2.588,0.346,0.026,0.32,0,1
"ISL","Iceland","(1875,1880]",1878,100,0.425188,0.391548,0.491608,0.000626,0.001432,0.000292,2.4,2.862,2.528,0.088,0,0.088,0,1
"ISL","Iceland","(1875,1880]",1878,101,0.444184,0.408812,0.510824,0.000432,0.001076,0.000208,2.332,2.794,2.48,0,0,0,0,1
"ISL","Iceland","(1875,1880]",1878,102,0.463252,0.426148,0.529688,0.000298,0.000814,0.000154,2.264,2.728,2.43,0,0,0,0,1
"ISL","Iceland","(1875,1880]",1878,103,0.482294,0.443488,0.548112,0.000206,0.000622,0.000114,2.208,2.67,2.39,0,0,0,0,1
"ISL","Iceland","(1875,1880]",1878,104,0.501224,0.460766,0.566032,0.00014,0.000484,8.4e-05,2.152,2.614,2.352,0,0,0,0,1
"ISL","Iceland","(1875,1880]",1878,105,0.519942,0.477918,0.583384,9.8e-05,0.00038,6.6e-05,2.104,2.566,2.312,0,0,0,0,1
"ISL","Iceland","(1875,1880]",1878,106,0.538346,0.494878,0.60012,7.2e-05,0.000304,5.4e-05,2.058,2.52,2.282,0,0,0,0,1
"ISL","Iceland","(1875,1880]",1878,107,0.556342,0.511582,0.616192,5.2e-05,0.000244,4.4e-05,2.018,2.478,2.252,0,0,0,0,1
"ISL","Iceland","(1875,1880]",1878,108,0.573838,0.52798,0.631568,3.4e-05,0.000204,3.6e-05,1.984,2.442,2.226,0,0,0,0,1
"ISL","Iceland","(1875,1880]",1878,109,0.590748,0.544016,0.646222,2.6e-05,0.000166,2.8e-05,1.956,2.414,2.206,0,0,0,0,1
"ISL","Iceland","(1880,1885]",1883,9,0.004596,0.002964,0.006216,0.603926,0.618722,0.59012,45.712,47.88,43.42,1397.8,688.4,709.4,0,1
"ISL","Iceland","(1880,1885]",1883,87,0.214416,0.200406,0.239756,0.0259,0.035124,0.016308,4.246,4.644,4.032,30.03,10.726,19.304,0,1
"ISL","Iceland","(1880,1885]",1883,88,0.224294,0.210076,0.250838,0.020978,0.028696,0.013114,4.124,4.538,3.928,23.174,8.102,15.072,0,1
"ISL","Iceland","(1880,1885]",1883,89,0.234694,0.220448,0.262342,0.016804,0.023126,0.01051,4.008,4.44,3.832,17.596,5.974,11.622,0,1
"ISL","Iceland","(1880,1885]",1883,90,0.245612,0.231488,0.274232,0.013308,0.01839,0.00841,3.9,4.352,3.746,13.376,4.33,9.046,0,1
"ISL","Iceland","(1880,1885]",1883,91,0.257024,0.243162,0.286472,0.010426,0.01444,0.006722,3.8,4.268,3.658,10.15,3.098,7.052,0,1
"ISL","Iceland","(1880,1885]",1883,92,0.268904,0.255402,0.299028,0.008076,0.01122,0.005374,3.706,4.196,3.584,7.456,2.144,5.312,0,1
"ISL","Iceland","(1880,1885]",1883,93,0.28121,0.268128,0.311848,0.006202,0.008646,0.0043,3.62,4.128,3.508,5.194,1.464,3.73,0,1
"ISL","Iceland","(1880,1885]",1883,94,0.293892,0.281248,0.324886,0.004718,0.006638,0.003452,3.54,4.068,3.44,3.438,0.982,2.456,0,1
"ISL","Iceland","(1880,1885]",1883,95,0.306888,0.294652,0.338088,0.003572,0.005094,0.002778,3.466,4.012,3.376,2.224,0.704,1.52,0,1
"ISL","Iceland","(1880,1885]",1883,96,0.320128,0.308222,0.351394,0.002698,0.003928,0.002242,3.402,3.964,3.32,1.41,0.538,0.872,0,1
"ISL","Iceland","(1880,1885]",1883,97,0.333534,0.32184,0.364754,0.002038,0.003054,0.001818,3.338,3.918,3.264,0.802,0.384,0.418,0,1
"ISL","Iceland","(1880,1885]",1883,98,0.347016,0.335374,0.378108,0.001544,0.0024,0.001478,3.284,3.878,3.214,0.338,0.162,0.176,0,1
"ISL","Iceland","(1880,1885]",1883,99,0.360486,0.348706,0.391402,0.001178,0.001912,0.00121,3.232,3.842,3.168,0.188,0.022,0.166,0,1
"ISL","Iceland","(1880,1885]",1883,100,0.373844,0.361724,0.404582,0.000908,0.001542,0.00099,3.188,3.812,3.126,0.07,0,0.07,0,1
"ISL","Iceland","(1880,1885]",1883,101,0.387008,0.374324,0.417596,0.000706,0.001258,0.000814,3.15,3.784,3.086,0,0,0,0,1
"ISL","Iceland","(1880,1885]",1883,102,0.39988,0.386422,0.4304,0.000558,0.001036,0.00067,3.112,3.758,3.046,0,0,0,0,1
"ISL","Iceland","(1880,1885]",1883,103,0.412382,0.397946,0.44295,0.000446,0.000858,0.000556,3.08,3.736,3.014,0,0,0,0,1
"ISL","Iceland","(1880,1885]",1883,104,0.424442,0.408838,0.455206,0.00036,0.000712,0.00046,3.054,3.716,2.982,0,0,0,0,1
"ISL","Iceland","(1880,1885]",1883,105,0.435984,0.419064,0.467138,0.000294,0.000598,0.00038,3.026,3.696,2.95,0,0,0,0,1
"ISL","Iceland","(1880,1885]",1883,106,0.446962,0.428604,0.478712,0.000236,0.000502,0.000316,3.006,3.68,2.926,0,0,0,0,1
"ISL","Iceland","(1880,1885]",1883,107,0.457328,0.437446,0.489912,0.000196,0.00042,0.000264,2.988,3.67,2.902,0,0,0,0,1
"ISL","Iceland","(1880,1885]",1883,108,0.467048,0.4456,0.500718,0.00016,0.000352,0.00022,2.972,3.658,2.878,0,0,0,0,1
"ISL","Iceland","(1880,1885]",1883,109,0.4761,0.453076,0.51111,0.000134,0.000294,0.000182,2.96,3.644,2.862,0,0,0,0,1
"ISL","Iceland","(1885,1890]",1888,5,0.007298,0.006226,0.008482,0.77882,0.78638,0.7716,51.516,54.698,48.352,1391.4,695,696.4,0,1
"ISL","Iceland","(1885,1890]",1888,15,0.004078,0.003444,0.00471,0.744052,0.755386,0.732942,43.718,46.776,40.648,1256.2,621.6,634.6,0,1
"ISL","Iceland","(1885,1890]",1888,16,0.004272,0.003636,0.00492,0.741042,0.752798,0.729526,42.892,45.934,39.832,1208.6,600.8,607.8,0,1
"ISL","Iceland","(1885,1890]",1888,17,0.004724,0.003904,0.00557,0.737918,0.75008,0.72601,42.07,45.098,39.022,1178.6,582.4,596.2,0,1
"ISL","Iceland","(1885,1890]",1888,18,0.00535,0.004104,0.00663,0.734482,0.747172,0.72206,41.268,44.27,38.234,1249.6,612.6,637,0,1
"ISL","Iceland","(1885,1890]",1888,19,0.00601,0.004182,0.0079,0.730618,0.744138,0.717378,40.482,43.45,37.48,1310.6,649.4,661.2,0,1
"ISL","Iceland","(1885,1890]",1888,20,0.006896,0.004442,0.009394,0.726274,0.741046,0.711794,39.722,42.63,36.772,1367.2,683.2,684,0,1
"ISL","Iceland","(1885,1890]",1888,21,0.007536,0.004622,0.01052,0.721296,0.737772,0.705154,38.99,41.816,36.114,1420.4,703.4,717,0,1
"ISL","Iceland","(1885,1890]",1888,22,0.00802,0.004742,0.011448,0.715896,0.734382,0.697774,38.282,41.004,35.488,1435.2,703.6,731.6,0,1
"ISL","Iceland","(1885,1890]",1888,23,0.008552,0.005008,0.012274,0.710182,0.730918,0.689836,37.584,40.198,34.89,1398.2,686.2,712,0,1
"ISL","Iceland","(1885,1890]",1888,24,0.00901,0.005328,0.012896,0.704152,0.72728,0.681438,36.9,39.398,34.312,1350.2,653,697.2,0,1
"ISL","Iceland","(1885,1890]",1888,25,0.009564,0.005662,0.013828,0.697876,0.723444,0.672756,36.226,38.602,33.75,1270.2,601.6,668.6,0,1
"ISL","Iceland","(1885,1890]",1888,101,0.493206,0.504156,0.522476,0.000268,0.000394,0.000276,2.3,2.302,2.212,0,0,0,0,1
"ISL","Iceland","(1885,1890]",1888,102,0.508364,0.52145,0.541624,0.000168,0.000264,0.000176,2.278,2.256,2.158,0,0,0,0,1
"ISL","Iceland","(1885,1890]",1888,103,0.522682,0.537958,0.560128,0.000104,0.000176,0.000112,2.268,2.212,2.11,0,0,0,0,1
"ISL","Iceland","(1885,1890]",1888,104,0.536166,0.553676,0.577974,6.6e-05,0.00012,7.2e-05,2.254,2.174,2.062,0,0,0,0,1
"ISL","Iceland","(1885,1890]",1888,105,0.548826,0.568606,0.595152,4.2e-05,8.2e-05,4.4e-05,2.246,2.138,2.024,0,0,0,0,1
"ISL","Iceland","(1885,1890]",1888,106,0.560684,0.58277,0.611656,2.8e-05,5.6e-05,3e-05,2.236,2.106,1.988,0,0,0,0,1
"ISL","Iceland","(1885,1890]",1888,107,0.571746,0.596184,0.627476,1.8e-05,4e-05,2e-05,2.228,2.08,1.956,0,0,0,0,1
"ISL","Iceland","(1885,1890]",1888,108,0.582038,0.608874,0.642606,1.2e-05,3e-05,1.2e-05,2.224,2.056,1.93,0,0,0,0,1
"ISL","Iceland","(1885,1890]",1888,109,0.591582,0.620866,0.65704,8e-06,2.2e-05,1e-05,2.214,2.036,1.906,0,0,0,0,1
"ISL","Iceland","(1890,1895]",1893,1,0.022474,0.02305,0.02192,0.878208,0.888368,0.868654,55.84,57.95,53.674,1885.8,958.4,927.4,0,1
"ISL","Iceland","(1890,1895]",1893,2,0.010356,0.007538,0.013108,0.858912,0.868496,0.849922,56.092,58.264,53.856,1783.6,901.6,882,0,1
"ISL","Iceland","(1890,1895]",1893,3,0.00607,0.006672,0.005494,0.850226,0.862172,0.838976,55.672,57.698,53.568,1689.6,856.6,833,0,1
"ISL","Iceland","(1890,1895]",1893,4,0.006558,0.00527,0.007806,0.845154,0.856558,0.834414,55.012,57.074,52.872,1601.6,812.4,789.2,0,1
"ISL","Iceland","(1890,1895]",1893,5,0.005572,0.004414,0.006708,0.83965,0.852088,0.827944,54.37,56.378,52.276,1607,811.8,795.2,0,1
"ISL","Iceland","(1890,1895]",1893,6,0.004278,0.004148,0.004406,0.834992,0.84835,0.82242,53.668,55.624,51.62,1593.4,806.8,786.6,0,1
"ISL","Iceland","(1890,1895]",1893,7,0.003324,0.00394,0.002748,0.83143,0.844856,0.818806,52.898,54.856,50.84,1560.2,796.8,763.4,0,1
"ISL","Iceland","(1890,1895]",1893,13,0.002966,0.002656,0.003276,0.818016,0.827358,0.809236,47.716,49.95,45.408,1322.6,654.4,668.2,0,1
"ISL","Iceland","(1890,1895]",1893,14,0.00328,0.002526,0.004048,0.815594,0.825138,0.806602,46.854,49.082,44.552,1361.2,674.4,686.8,0,1
"ISL","Iceland","(1890,1895]",1893,15,0.003744,0.00258,0.004926,0.812918,0.823048,0.80334,46.002,48.204,43.728,1393.2,691.8,701.4,0,1
"ISL","Iceland","(1890,1895]",1893,16,0.0042,0.002752,0.005674,0.80987,0.82094,0.799368,45.172,47.326,42.936,1384.2,682.2,702,0,1
"ISL","Iceland","(1890,1895]",1893,17,0.004632,0.003056,0.006254,0.806474,0.818722,0.794814,44.358,46.452,42.178,1376,675.2,700.8,0,1
"ISL","Iceland","(1890,1895]",1893,18,0.005096,0.00364,0.006624,0.802742,0.816276,0.78982,43.562,45.592,41.436,1313.2,649.2,664,0,1
"ISL","Iceland","(1895,1900]",1898,3,0.007208,0.007434,0.007002,0.842138,0.846312,0.838232,54.414,57.75,51.064,1961.2,987,974.2,0,1
"ISL","Iceland","(1900,1905]",1903,46,0.010074,0.007258,0.013304,0.629682,0.657438,0.601718,25.34,26.946,23.508,826.6,385.4,441.2,0,1
"ISL","Iceland","(1900,1905]",1903,47,0.01041,0.00722,0.014164,0.623334,0.652632,0.593756,24.59,26.136,22.812,812.2,373.6,438.6,0,1
"ISL","Iceland","(1900,1905]",1903,48,0.01086,0.007626,0.01464,0.616848,0.64789,0.5854,23.842,25.32,22.128,812.6,374.8,437.8,0,1
"ISL","Iceland","(1900,1905]",1903,49,0.01139,0.008278,0.015032,0.610162,0.642928,0.576904,23.092,24.51,21.442,813,371.6,441.4,0,1
"ISL","Iceland","(1900,1905]",1903,50,0.012048,0.009172,0.015506,0.603236,0.637594,0.568324,22.35,23.71,20.76,798.4,365.2,433.2,0,1
"ISL","Iceland","(1900,1905]",1903,77,0.077096,0.072676,0.084724,0.211784,0.251028,0.168586,7.252,8.09,6.402,180.4,66.8,113.6,0,1
"ISL","Iceland","(1900,1905]",1903,78,0.080984,0.076128,0.090162,0.19633,0.233862,0.15496,6.796,7.664,5.922,157.8,59,98.8,0,1
"ISL","Iceland","(1900,1905]",1903,86,0.192748,0.168288,0.253826,0.064494,0.08665,0.039922,4.72,5.656,3.982,28.054,8.28,19.774,0,1
"ISL","Iceland","(1900,1905]",1903,87,0.204368,0.178124,0.270838,0.053684,0.07358,0.031914,4.54,5.492,3.856,21.694,6.218,15.476,0,1
"ISL","Iceland","(1900,1905]",1903,88,0.216722,0.18844,0.288316,0.044336,0.062058,0.025354,4.37,5.33,3.744,17.052,4.98,12.072,0,1
"ISL","Iceland","(1900,1905]",1903,89,0.22982,0.199228,0.306038,0.03634,0.05202,0.020044,4.202,5.182,3.64,13.408,4.11,9.298,0,1
"ISL","Iceland","(1900,1905]",1903,90,0.24367,0.210486,0.323804,0.02959,0.043368,0.015784,4.046,5.04,3.548,10.374,3.398,6.976,0,1
"ISL","Iceland","(1900,1905]",1903,91,0.258284,0.222198,0.341426,0.02394,0.036,0.012392,3.894,4.908,3.46,7.828,2.724,5.104,0,1
"ISL","Iceland","(1900,1905]",1903,92,0.273676,0.234352,0.358742,0.01928,0.029794,0.0097,3.746,4.78,3.384,5.78,2.13,3.65,0,1
"ISL","Iceland","(1900,1905]",1903,93,0.289852,0.24693,0.375632,0.015468,0.024616,0.00758,3.61,4.664,3.31,4.202,1.622,2.58,0,1
"ISL","Iceland","(1900,1905]",1903,94,0.30682,0.259906,0.392002,0.012382,0.020346,0.005914,3.478,4.55,3.246,3.024,1.186,1.838,0,1
"ISL","Iceland","(1900,1905]",1903,95,0.324566,0.273258,0.407806,0.009906,0.016848,0.004612,3.352,4.444,3.188,2.2,0.874,1.326,0,1
"ISL","Iceland","(1900,1905]",1903,96,0.343056,0.286944,0.423008,0.00793,0.014008,0.003594,3.238,4.348,3.132,1.692,0.762,0.93,0,1
"ISL","Iceland","(1900,1905]",1903,97,0.362236,0.300936,0.437612,0.00637,0.011712,0.002808,3.134,4.256,3.084,1.21,0.628,0.582,0,1
"ISL","Iceland","(1900,1905]",1903,98,0.38199,0.315198,0.45163,0.005132,0.00986,0.0022,3.034,4.166,3.042,0.728,0.424,0.304,0,1
"ISL","Iceland","(1900,1905]",1903,99,0.402162,0.329688,0.465068,0.00416,0.00837,0.001734,2.948,4.084,3,0.356,0.266,0.09,0,1
"ISL","Iceland","(1900,1905]",1903,100,0.422534,0.344358,0.47796,0.00339,0.00717,0.001372,2.872,4.004,2.962,0.092,0.092,0,0,1
"ISL","Iceland","(1900,1905]",1903,101,0.442822,0.35917,0.490318,0.002776,0.006198,0.001094,2.808,3.934,2.932,0,0,0,0,1
"ISL","Iceland","(1900,1905]",1903,102,0.462724,0.374078,0.502166,0.002288,0.005402,0.00088,2.752,3.866,2.9,0,0,0,0,1
"ISL","Iceland","(1900,1905]",1903,103,0.48191,0.389036,0.513518,0.001894,0.00475,0.00071,2.71,3.804,2.872,0,0,0,0,1
"ISL","Iceland","(1900,1905]",1903,104,0.50007,0.404004,0.524388,0.001578,0.004208,0.000582,2.678,3.744,2.846,0,0,0,0,1
"ISL","Iceland","(1900,1905]",1903,105,0.51696,0.418934,0.534786,0.001318,0.00375,0.000476,2.652,3.69,2.824,0,0,0,0,1
"ISL","Iceland","(1900,1905]",1903,106,0.53241,0.433786,0.544718,0.001104,0.003358,0.000392,2.634,3.644,2.802,0,0,0,0,1
"ISL","Iceland","(1900,1905]",1903,107,0.546348,0.448522,0.55419,0.000926,0.003022,0.000326,2.62,3.598,2.784,0,0,0,0,1
"ISL","Iceland","(1900,1905]",1903,108,0.558792,0.4631,0.563202,0.000776,0.002728,0.000268,2.614,3.56,2.766,0,0,0,0,1
"ISL","Iceland","(1900,1905]",1903,109,0.569832,0.47749,0.571766,0.00065,0.002464,0.000226,2.606,3.526,2.754,0,0,0,0,1
"ISL","Iceland","(1905,1910]",1908,57,0.016526,0.013112,0.020852,0.538728,0.58709,0.491274,17.964,18.98,16.634,673.8,300.8,373,0,1
"ISL","Iceland","(1905,1910]",1908,90,0.24864,0.225746,0.329648,0.02914,0.041072,0.016484,3.528,3.964,2.946,13.004,2.836,10.168,0,1
"ISL","Iceland","(1910,1915]",1913,47,0.009376,0.007306,0.011762,0.67067,0.710896,0.630308,25.546,27.036,23.858,977,459,518,0,1
"ISL","Iceland","(1910,1915]",1913,48,0.009598,0.00751,0.012004,0.664448,0.705754,0.622958,24.78,26.23,23.132,967,450.6,516.4,0,1
"ISL","Iceland","(1910,1915]",1913,49,0.010294,0.008052,0.012872,0.658142,0.700508,0.61555,24.014,25.424,22.4,925.2,426.8,498.4,0,1
"ISL","Iceland","(1915,1920]",1918,7,0.002226,0.00144,0.002978,0.890066,0.89928,0.881548,55.228,57.258,53.056,1975.8,1004.6,971.2,0,1
"ISL","Iceland","(1915,1920]",1918,8,0.001778,0.001004,0.002538,0.888082,0.897972,0.878934,54.352,56.338,52.214,1935.4,984.4,951,0,1
"ISL","Iceland","(1915,1920]",1918,9,0.001702,0.001204,0.00219,0.886494,0.897056,0.876712,53.448,55.394,51.346,1930.4,991.4,939,0,1
"ISL","Iceland","(1915,1920]",1918,42,0.008606,0.006436,0.011074,0.699202,0.722058,0.676796,29.608,31.172,27.8,1010.4,472,538.4,0,1
